aback|شاته
thirteen|ديرلس
thirteenth|ديرلسم
thirtieth|دېرشم
thirty|دېرش
this|دغه
this|همدا
thistle|څڅ
thither|هوغه
thong|تانګ
thoracic|صدري
thorn|اغزی
thorn|زوز
thorn|ځوز
thorny|اغزن
thorough|کامل
thoroughbred|زاتي
thoroughly|په تشريح ډول
those|هغوئ
thou|ته
though|سره له/د دې
thought|ری
thought|سوچ
thought|فکر
thought|مفکوره
thoughtful|متفکر
thoughtless|بې فکره
thoughts|افکار
thousand|زر
thousandth|زرم
thread|رخه
thread|سپڼسی
thread|مرغلين
threaded|رخداره
threat|دپكه
threat|ګواښ
threaten|تهديدول
three|دری
threefold|درېګون
thresh|غوبلول
threshing|غوبل
threshold|درشل
thrift|صرفه
thrift|صرفه جويي
thrifty|مقتصد
thrifty|وټندوی
thrifty|وټه
thriving|بهره مند
throat|ستونی
throbbing|درګی
throne|د با د شا هیی تخت
throne|پلاز
throng|ازدحام
throng|سراوړه
throw|ارتاوول
throw|ارتول
throw|بوږول
throw|تريل
throw|غورځول
throw|غوزارول
throw|غوځارول
throw|ګوزارول
thrust|پوري وهنه
thud|دروب
thud|دروز
thumb|بټه
thunder|ترنده
thunderbolt|ټکه
thundering|ګورهار
thursday|پنځمه نۍ
thus|همدارنګه
thus|همداسې
thus|همداشان
thus|همدغسې
thus|هسې
tick|شينی
tick|کڼه
tick|منګوړ
tick|منګڼ
tick|ټک
ticket|ټکس
ticking|ټکهار
tickle|تخول
tide|څپه
tidy|پاک
tie|رابطه
tie|غوټه
tie|ګنډه
tier|دای
tiger|پړانګ
tigers|پړانګان
tight|جوت
tighten|ټينګول
tightness|تنګوالی
tigris|دجله
till|تر
till|څوچې
tilt|شوغېدل
timber|تير
timber|چارتراش
timber|دستک
timber|لاړي
timber|ولېشه
timber|وېشه
timber|لرګی
timber|لرګي
time|روزګار
time|زمان
time|مال
time|مهال
time|مهلت
time|موعد
time|موقع
time|موکه
time|نوبت
time|هېړ
time|وار
time|وعده
time|ځل
time|وخت
time|وخ
times|ګرای
timetable|تقسيم اوقات
timid|وېرندوکی
timid|ډارېدونکی
timidity|جبن
tin|حلبي
tin|دبلی
tin|قلعي
tinder|پېلوزی
tinder|وچوکي
tinkle|جرنګ
tiny|نانی
tiny|نوکرکی
tiny|ووړ
tiny|وړکوټی
tiny|وړکی
tip|نوکه
tired|ستومانه
tired|ستړی
tired|شواړي شواړي
tired|ناهوسا
tired|هلاک
tired|هوکه
tiredness|ستوماني
tiredness|ستونزه
tiredness|ستونځه
tiredness|ستړيا
tissue|نسج
tissues|انساج
title|قواله
title|لقب
title|سرليک
titles|القاب
titter|هرکی
to|تر
to|لره
toad|چونګښه
toasted|برشته
toasted|جغجي
toasted|جوغدی
tobacco|تمباکو
tobacco|دخانيات
today|نن
toe|ګوته
toffee|چاکلېټ
together|يوځای
together|څبله
toil|چوپړ
toil|خواري
toil|زحمت
toil|غريبي
toil|کړاو
toil|محنت
toil|مزدوري
toil|مشقت
toiler|زحمتکښ
toiler|غريبکاره
toilet|مبرز
toilet|مکان
toiling|زيارکښ
tolerance|زغم
tolerate|زغم
toleration|اغماض
toll|ترنګهار
tomb|مزار
tomb|مقبره
tomb|مړستون
tomb|مړيستون
tomorrow|ګانده
tone|لهجه
tone|وزم
tongs|ارمن
tongue|ژبه
tonic|مقوي
tonsil|بغوټ
tonsils|هډي
too|هم
tool|اوزار
tools|اسباب
tools|سامان
tooth|غاښی
toothed|غاښور
toothless|کنډول
top|سر
topaz|زبرجد
topic|مضامين
topic|مضمون
topic|موضوع
topic|سكالو
torah|تورات
torch|مشعل
tori|توري
torment|سروغل
torment|عذاب
torn|څيرې
torn|ډوره
tornado|دوړدوړکه
torrent|سېلاب
torrent|سېلاو
torrid|سوځند
torrid|سوځوونکی
tortoise|کشپ
tortoise|کشو
tortoise|کيشپ
torture|زجر
torture|شکنجه
torture|عذاب
torture|شکنجه
torture|ځپل کېدل
toss|ارتاو
total|جمله
total|کلي
total|مجموعه
totality|څېلمه
totally|سوچ
totally|کاملاً
touch|تماس
touched|متاثر
tough|څک
tour|پلا
tour|ګرځښت
touring|سياحت
tourist|ګرځندوی
tourists|سيلانيان
tousled|ببر
towed|ودول
towel|دست پاک
towel|وچوونی
towel|ټول
towel|توليه
tower|برج
town|ښارګوټى
townsman|ښاري
toxic|وښن
toy|لوبتکه
trace|البشاکه
trace|بېلګه
trace|پته
trace|درک
trace|رد
trace|رده
trace|روده
trace|رګه
trace|علامه
trace|کرښه
trace|کرښيل
trace|کښ
trace|مانډه
trace|نخښه
trace|نشانه
trace|نښانه
trace|نښه
trace|څرک
trace|څرک اخيستل
trace|څرښه
trachea|کرکنکه
trachea|کرکنکه
trachea|کرنکه
tracing|ترسيم
track|کښ
track|لار
track|لاره
track|لېرۍ
track|څرک
track|څرښه
tract|قطعه
traction|کش
tractor|تراکتور
trade|سوداګري
trade|کسب
trader|تجارت
trader|سوداګر
tradesman|کاسب
tradition|رسم
tradition|رسوم
tradition|سنت
tradition|عنعنه
tradition|نرخ
traditional|عنعنوي
traditional|دوديز
traditional|پخواني
traditionalist|دودوال
traffic|ترافيک
tragedy|تراژيدي
tragedy|فاجعه
tragedy|ويرجنه كيسه
tragic|تراژيدي
tragic|ويرجن
tragic|ويرجن
tragical|مصيبت
tragically|په ويرجن ډول
trailer|ټېلر
train|باولل
train|ګاډی
train|رېل/ اورګاډی
trainer|روزونکی
trainer|رېل
trainer|مربي
training|تربيه
training|روزنه
traitor|وطن فروش
traits|خصايل
trampled|پايمال
tramway|تراموای
tranquil|سوکاله
tranquillity|ستوګه
transaction|معامله
transcription|استنساخ
transfer|تبديل
transfer|تبديلي
transformation|بدلون
transformation|تحول
transformation|تطور
transgression|تخلف
transient|فاني
transit|ترانزيت
transition|انتقال
transitional|انتقالي
transitive|متعدي
translation|ژباړنه
translation|ژباړه
translator|ژباړن
translator|ژباړونکی
translator|مترجم
transmission|خپرونه
transmitting|ناقل
transmutation|استحاله
transparency|روڼوالى
transparent|شفاف
transport|نقل
transport|نقلول
transportation|حمل ونقل
transportation|نقليات
trap|تلکه
trap|دام
trap|لومه
trap|ګزکه
trapped|ګير
trash|جپړ
travel|مسافرت
travel|مساقري
traveller|مساپر
traveller|مسافر
traveller|يونی
travellers|يوني
travelling|مساقري
tray|پتنوس
treacherous|خاين
treason|خيانت
treasure|مخزن
treasure|ګنج
treasurer|خزانه دار
treasury|بيت المال
treating|معالج
treatment|چال چلند
treatment|چلاو
treatment|چلند
treatment|سلوک
treatment|علاج
treatment|معالجه
treatment|ګذاره
treatment|ګوزاره
treatment|درملنه
treatment|چلند
treaty|لل
treaty|معاهده
treble|درېګون
tree|ونه
tremble|رپيدنګ
tremble|ګړبوزه
tremble|ګړګوزه
trembled|چختاړ
trembled|چختاڼ
trembling|رېږد
trembling|لړبکه
trembling|لړره
trembling|لړز
trembling|لړزاند
trembling|ډينګله
trembling|ګبټۍ
trembling|ګګړوزه
trembling|لړزه
tremor|رېږدله
trench|مورچه
trend|تمايل
trespassing|تجاوز
tress|مختولي
trial|محاکمه
triangle|مثلث
tribal|قبيلوي
tribal|قومي
tribe|تره کی
tribe|خټه
tribe|زيي
tribe|طايفه
tribe|قام
tribe|قبيله
tribe|قوم
tribe|کام
tribe|ټبر
tribe|نصب
tribe|تبر
tribes|اقوام
tribunal|محکمه
tribune|دريځ
tribute|خراج
tribute|کلنګ
trick|حيله
trick|لوپ
trickery|غالې
trickery|ټګي
tricking|درغلي
trickling|څڅيدنګ
tricky|چالاک
tricky|چلباز
tricky|چلی
tricky|چمبازه
tricky|غولوونکی
tricky|ټګ
tricky|ټګمار
tried|مجرب
trifling|نګسی
trigger|ماشه
trip|پلا
tripartite|درېګون
triple|درېګون
tripod|دربلی
tripping|بدري
trite|مبتذل
triumphant|موفق
triumphant|موفقيت
triumphant|وياړلی
trivial|جزيي
trodden|چخپيت
trodden|چختاړ
trodden|چختاڼ
trodden|چيت
trodden|لتاړ
trot|تراټ
trouble|جنجال
trouble|ربړ
trouble|زحمت
trouble|زوک
trouble|سرخوږي
trouble|سرګرداني
trouble|کړاو
troubled|متاذی
troubled|متشنج
troubles|غحامههنا
troublesome|مزاحم
trough|ناوه
trousers|کوتنه
trousers|واګه
trowel|خټموښی
truce|متارکه
truce|وله
truck|موټر
truck|ګاډی
truck|بارګاډی
truck|ټرک
true|حقيقي
true|درست
true|رشتيا
true|سپين مخی
true|واقعي
true|ريښتيا
truly|واقعأ
truncheon|سوټی
trunk|بدنه
trunk|تنه
trunk|توڼۍ
trunk|سونډک
trunk|شونډک
trunk|يخدان
trust|اطمينان
trust|اعتبار
trust|اعتماد
trust|امانت
trust|باور
trust|خاطرجمعي
trust|عقيده
trust|وېسا
trustee|امين
trusteeship|قيموميت
trustful|امين
trustworthiness|امانتکاري
trustworthy|اعتمادي
trustworthy|باوري
trustworthy|معتمد
trustworthy|موثق
truth|حقيقت
truth|رشتيا
truth|رښتيا
truth|صداقت
truth|صدق
truthful|صديق
truthful|يوژبی
truthfully|صادقانه
truthfulness|صداقت
try|هڅې
try|کوشش
try|کوښښ
tsunami|څونامي
tube|ټوپ
tube|ټيوب
tuberculosis|دوک
tuberculosis|سل
tuberculosis|مړ هکه تبه
tuberculosis|مړخوږی
tuberculosis|مړه خوږ
tuberculosis|نری رنځ
tuberculosis|ځېلۍ
tuberculosis|ګروم
tubing|ټيوب
tuesday|نهي
tuesday|څلرم
tuesday|منځنې
tuesday|دری نۍ
tuesday|نهې
tuft|کوده
tulip|غاټول
tummy|خړی
tumult|غوغا
tune|غاړه
tune|لاره
tune|لحن
tune|مقام
tunnel|لغم
turban|پټکی
turban|چلتار
turban|خرټه
turban|لنګوټه
turban|منډيل
turbid|مکدر
turbid|ناصافه
turbine|توربين
turkey|ترکيه
turkey|فيلمرغ
turkey|خړ تمى چرګ، پيل مرغ، شونډكيز چرګ
turkish|ترکي
turmeric|کورکمن
turmoil|اړودوړ
turn|پيره
turn|تاوېدل
turn|روڼ
turn|مريله
turn|نوبت
turn|وار
turn|ټاپی
turn|ځل
turn|څرخيدل
turn|ګرځول
turncoat|وطن فروش
turned|اړولی
turner|خراط
turner|رچڼی
turning|ګرځند
turnip|منګړيته
turnip|ټېپر
turnip|شلغم
turpentine|سټار
turquoise|پېروژه
turquoise|فيروزه
turret|مناره
turtle|شوشتی
turtle|شين تنی
turtle|کشپ
turtle|کشو
turtle|ميچنی
tusk|نېښ
tutelage|سرپرستي
tutor|مدرس
tutor|مربي
tutor|معلم
tutor|ښوونکی
tweak|سکونډل
tweezers|نوسی
twelfth|دوولسم
twelve|دوولس
twenty|شل
twiddle|کړته
twig|مچرکی
twig|منډرکی
twig|منډکی
twig|ناجه
twig|پوهيدل
twig|بي پاڼو
twilight|ملااذان
twin|غبرګولی
twine|اينڅۍ
twine|نېڅۍ
twinge|څړيکه
twinkling|رپيدنګ
twinkling|سترګګ
twist|تاوول
twist|غړل
twist|غښت
twist|غښتل
twist|کږلېچ
twisted|غښتلی
twisting|ورېشون
twitter|چغېدل
twitter|رېز
twitter|شخول
twittering|چغهار
two|دوه
twofold|غبرګ
type|خيل
type|رقم
type|زيل
type|شان
type|شانې
type|قسم
type|نوع
type|ډول
type|ټايپول
types|اقسام
typewriter|ليکمن
typhoon|طوفان
typhus|لوتبه
typhus|محرقه
typical|نمونوي
typist|ټايپسټ
typographical|حروفي
tyranny|ستم
tyranny|ظلم
tyranny|ظلم، ستم
tyrant|ظالم
udder|غولانځه
ugly|بدرنګه
ugly|بدشکله
ugly|بدغونی
ugly|بدمخی
ugly|بدډوله
ugly|بې ډوله
ugly|لبډر
ugly|مشاته
ugly|مشاده
ugly|ناکوړه
ugly|څټ مخی
ugly|ګادړ
ulcer|قرحه
ultimate|اوستری
umbrella|سايوان
umpire|لوبڅار
unable|امجه
unable|حيران
unacquainted|نابوم
unadulterated|بې غشه
unadulterated|چڼ
unadulterated|خالص
unadulterated|ناب
unadulterated|نوږ
unadulterated|نوګ
unadulterated|نګه
unaffected|بې تکلفه
unalloyed|سوچه
unanimity|توافق
unanimous|يوزړه
unarmed|تشپاڼی
unattainable|ناياب
unattended|بې سره
unattractive|بدډوله
unavailing|بې ښې
unaware|غافل
unaware|نااتر
unaware|ناخبره
unaware|ناګمانه
unaware|ناګهان
unawareness|بې خبري
unawares|نابرهو
unawares|نابوبره
unbecoming|رکيک
unbeliever|کافر
unbiased|بې غرضه
unborn|نازوکړی
unbreakable|ناشلېدونکی
unceasingly|پرله پسې
uncertain|مشکوک
uncertain|نامعلوم
uncertainty|اړنګ
unchangeable|نه بدلېدونکی
unchanging|نه بدلېدونکی
uncharitable|بې ښې
uncircumcised|شوپړ
uncircumcised|ناسنت
uncivil|ناشولټ
unclaimed|بې څښتنه
uncle|تره
unclean|خيرن
unclean|مردار
unclean|ناپاک
unclean|ناولی
uncomely|ناکوړه
uncommon|شاز
uncommon|نادر
unconcerned|بې علاقې
unconditional|مطلق
unconfined|ارت
unconnected|نامربوط
unconscious|بې خبره
unconscious|بې سده
unconscious|بې هوښه
unconscious|غيرشعوري
unconsciousness|بې هوښي
unconsidered|ناسنجيده
uncontaminated|بې غشه
uncontrollable|سرواخی
unconventional|ناباب
unconvincing|سخيف
uncouth|شاړشپاړ
uncultivated|شاړ
uncultured|بېديانی
undecided|معلق
undecided|نامعلوم
under|لاندې
underground|تحت الارضي
undermining|سرنګ
understand|پوهيدل
understanding|تفاهم
understanding|فهم
understood|مضمر
undertaking|متقبل
undesirable|نامطلوب
undeveloped|وروسته پاتې
undignified|بې عزته
undignified|بې وقاره
undiscerning|بې تميزه
undisciplined|بې قيده
undisguised|بې ستره
undone|نااجرا
undoubtedly|مسلمأ
undue|ناحق
undulation|موج
unduly|وچ په وچه
uneasiness|تشويش
uneasy|تپاند
uneasy|تپنده
uneasy|تلولی
uneasy|کړند
uneasy|مشوش
uneasy|ناټکه
uneducated|بې علمه
uneducated|بې کماله
uneducated|جاهل
uneducated|نافهمه
unemployed|بېکاره
unemployment|بې كارى
unending|بې حده
uneven|ناهوار
unexpected|ناګهان
unfair|ناجايز
unfair|ناروا
unfairness|بېعدالتي
unfaithful|بې وفا
unfaithfulness|بې وفايي
unfaithfulness|جفا
unfaithfulness|دګ
unfaithfulness|کفر
unfamiliar|نابلد
unfamiliar|نابوم
unfamiliar|نامانوس
unfathomable|ناپاياوه
unfeeling|بې حسه
unfinished|ناتمام
unfinished|نامکمل
unfinished|نيم بند
unfinished|نيمکله
unfinished|نيمګړی
unfit|نالايق
unforeseen|اضطراري
unfortunate|بدقسمته
unfortunate|بدمرغه
unfortunate|بې بخته
unfortunate|بې طالع
unfortunate|مفلوک
unfortunate|ناسي
unfortunate|ناوړه
unfortunate|نحس
unfortunate|کمبختي
unfortunately|متاسفانه
unfounded|سطحي
unfriendly|بدگوزاره
ungainly|لبډر
ungracious|بې مينې
unguarded|ناسنجيده
unhappiness|خواپوټه
unhappiness|خواشيني
unhappy|خوابدی
unhappy|خواشينی
unhappy|شواخون
unhappy|غمجن
unhappy|متاثر
unhappy|ناخوښه
unhappy|ناښاد
unhappy|نولجن
unhappy|خپه
unhappy|ناراضي
unhealthy|ناروغه
unidentified|ناشناس
unification|پيوستون
uniform|يوشان
uniform|يوشانته
uniform|يونيفورم
uniformed|نااتر
unilateral|يوطرفه
unimportant|بې اهميته
unimportant|نا اړين
uninformed|ناخبره
unintentional|بې واکه
unintentionally|بې اختياره
uninteresting|بېخونده
uninterruptedly|پرله پسې
uninvited|بې سته
union|اتحاديه
union|اتفاق
union|پيوند
union|وصل
union|يووالی
unique|بې شانه
unique|بې مثاله
unique|بې نظيره
