English|پښتو
ruined|کنډواله
ruined|ړنګ/ړنګه
ruined condition|خرابي
ruined, destroyed, wrecked|برباد
ruined/|وران/ورانه
ruined/destroyed|وېجاړ/وېجاړه
ruins|کنډواله
ruins|کنډوالې
rule|حکمراني
rule|سلطه
rule|قاعده
rule|تسلط
rule|شریعت
rule|واکمنى
rule of law|د قانون واکمني
rule, domination|واکمنى
rule, term|واکدارى
ruled classes|محکومى طبوى
ruler|خطکش
ruler|زمامدار
ruler|واکدار / حاکم
ruler|واکمن
ruler, leader|واکمن
rules|قواعد
rules|مقررات
rules|لائحه
rules|لايحه
rules|اصول
rules|تشکلات
rules |مقررات
Rules of Engagement|د نښتې (جنګ) قوانين
rules, regulations|مقررات
ruling class|حاکمى طبقع
rumen|لری
rumor|افواه
rumor|ګنګوسی
rumor, unconfirmed gossip, fame|اوازه
rumors|اوازي
rumors|ګنګوسه
rumors were spread|اوازې خورې کيدل
rumors, speculations|ګنګوسې
run|ټپال
run|ځغستل
run|چلېدل
run|منډې وهل
run|وځغله / منده کړه
run ing |ځغاسته
runaway|بګېل
runing|ځغستا
Runner|قاصد، خبر رسونکی
running|چالان
running|منډه
running|جاري
Running Password|د منډو وهلو په حال کې د تېرېدو رمزي نوم
running water|وله = وياله
running, gait, pace, walk, motion, running|تګ
Runs and Trails|د پلونو او نريو لارو ليکې 
runway|د الوتکه د ځغاستي لار
runway|/د الوتکې د ځغاستې لار
runway|/هوايي کرښه
runway|رنوى
runway|سړک/د ځغاستې کرښه
rupee|روپۍ
rupees (pakistani or indian)|کلداري
Rupture|شلېدنه، چاودنه
rural|کيليوالي
rural|کليوالی
rural area|سارا
rural development|د کلو پرختيا
rural life|کليوالي ژوند
rural life|کليوالي ژوند/
rush|الا کول
rush|غومبک
rush|بير و بار
rush|بيربار
rush|ګڼه ګوڼه
rush|/ګڼه ګوڼه
rush/traffic|/ګڼه ګوڼه
rushes|نالۍ
rushing|هجوم
rushing|ورنډه
Russia|روسيه
Russian|روس
Russian language|روسي
Russian male |روسی
russian rifle|کلاشينکوف
Russian rifle|کلاشينکوف/
rust|توکل
rust|مرچه
rust|زنګ وهل
rust|زنګ
rustling sound|کښ
rustling sound|کښکی
Rwanda|روندا
rye|جودر
rye|ګنډياره
rye grass|شاخل
S|
S3|د اوپراسيون ﺁمر
S4|د لوژستيک ﺁمر
sabotage|ورانکاري
sabotage|ورانکاري کول
Sabotage|ورانکاري، تخريب
sabzi chalau|سبزي چلو
sabzi chalau|سبزي چلو/
Sac|د صفرا کيسه 
sack|بوجۍ
sack|بورۍ
sack|سکيم
sack|غندی
sack|ګوندی
sack|ميشتک
sack|کڅوړه
sack|جوال
sack half filled|بولک
sack made of meshwork for carrying straw and the like|ترنګړ
sack made of rope used to hold straw or grass|ګررلاڅه
sacred|مقدس
sacred|سپيڅلى
sacred|مبارکه
sacred|سپيڅلی 
sacred army|لشکر طيبه
sacred things|مقدسات
sacred, holy|مقدسه
sacreligious|حرام
sacrifice|قربان
sacrifice|قربانول
sacrifice|قرباني
sacrifice|کربان
sacrifice|حلالول
sacrifice|قربانی
sacrifice|سرښيندنه
sacrifice (for the country)|سرښندنه
sacrifice, offering|ځار
sacrificial|اختری
sad|خپه
sad|خوابدی
sad|خواشينی
sad|ديغ
sad|شواخون
sad|غمجن
sad|کړم
sad|متاثر
sad|محزون
sad|نولجن
sad|خفه
sad|خواندی
sad|غم
sad|متاثر (ه)
sad|بوګنونکو
sad|خپه / خوبدی
sad|خفه/خفه
sad|متاثر/متاثره
sad|خواښينه
sad|خواښيني
sad                  |خپه/ خفه/خپه/ خفه
sad, bereaved, unhappy|غمجن
sad, dejected|ملال
sadden|غمول
sadden|نولول
saddle|ځين
saddle|زين
saddle|زينول
saddle|سرغ
saddlebag|خورچين
sadly|په ډېرې خواشينۍ سره
sadness|خوابدي
sadness|خواشيني
sadness|خپګان
sadness|خفګان
sadness|/پرېشاني
sadness|ملالت
sadness, grief, anguish, dejection, languor|ملاله
sadness, unhappiness|خواشيني
Sadozay|سدوزی
safe|بې خطره
safe|خوندي
safe|سيف
safe|ساتنه
safe|خزانه
safe|مصﺋون(ه)
safe|پر امن(ه)
safe|سالم
safe|بچ
safe|امن/آرام/آرامه
safe|محفوظ
safe|خوندې
safe (aj)|مصون
safe and sound|روغ رمټ
safe and sound|ښه روغ او سلامت
safe place|گوښه
safe place|ګوښه
safe, protected, secure|خوندي
safeguarding, securing|تامين
safekeeper, guardian (dari)|تحويلدار
safely|په امن / په مصون
safety|ساتنه
safety|حفاظت
safety|امن/امنيت/آرامي
safety|حفاظت/ساتنه
safety|ساتڼى
safety / preservation|خونديتوب
safety and security|امن او امان
safety court|ديوان
safety gloves|حفاظتى دستکشې
safety hat|محافظی خولۍ
Safety Line|د ساتنې يا تحفظ رسۍ
safety, preservation|خونديتوب
saffron|زعفران
saffron|کنګو
saffron|ګنګو
Safi|ساپي
sage|حکيم
Said|سيد
said|ودلی دی
said, mentioned (dicho hospital)|نوموری
sail|بادوان
sailor|ماڼو
sailor|ماڼګی
saint|ابدال
saint|ولي
saintly|ستانه
sake|خاطر
salad|سلاته
salad|سلاټه
salaries|تنخواه ګانې
salary|تنخا
salary|معاش
salary|تنخوا
salary|اجوره
salary|تنخاه
salary|تنخواه
salary|مزدوری
sale|تخفيف
sale|ليلام
saliva|لاړې
saliva|ناړه
salive|لياړې
salon|صالون
saloon|سالون
salsola|زمۍ
salt|مالګه
salt  march|ښنګل
salt shaker|کوری
salt shaker|مالګنی
salt water|مالګړوبی
salt watter|مالګوبی
saltless|بېمالګې
salty|ټاک
salty|مالګن
salty|مالګين
salty|تريو
salty|نمکی
salty|مالګين(ه)
salute|سلامي کول
salute|سلامي وهل
SALUTE (Size, Activity, Location, Unit/Uniform, Time, Equipment)|د نفرو شمېر، فعاليت، موقعيت  ،جزوتام/يونيفورم،وخت تجهيزات   
salvation|نجات
salvation, deliverance, liberation|نجات
salvation, liberation|خلاصون
salve|ارابه
salve|اربه
salvo|باړ
same|هغه
same|هماغه
same|همغه
same|غينې
same|عين
same|عین
same , exact |کټ مټ
same , exactly|کټ مټ
same age|همرولی
same age|همځولی
same kind|يورقم
same kind, one kind|په شان
same manner|هغسې
same time|دم ګړی
same, exactly|کټ مټ
samovar|سماوات
samovar|سماوار
sample(s)|نمونه
sample, specimen|نمونه
samples, specimens|نمونې
sanatorium|سناتوريم
sance|پرسد
sanction|بندیز
Sanctuary|امن ځای، سيب
sand|رېګ
sand|شګه
sand|ريګ
sand|رېګ/شګه
sand storm|دشګوطوفان
Sand Table|د ريګ ميز
sand, pebble|شګر
sandal|چپلکې
sandal|څپلۍ
sandal|/څپلۍ
sandal wood|چندڼ
sandals|څپلۍ
sandals|کېړۍ
Sandbars|د ريګ  کوندې يا لوړې شوې برخې
sandy|شګلن
sandy|شګه
sane (not crazy)|په سد
sanitarain|روغتيا پال
sanitation|پاکی
sanitation|سترهګی
sanitation|نظافت
sanitation|نظافت/
Sanitation|په علمي توګه د ناروغيو د خپرېدو مخنيوی
sanitized|صحي
sanity|پرسدتوب
Sanscrit|سنسکرټ
Sanskrit|سانسکريټ
saoda'|سودا
sap|سرنګ
sap|ګوړۍ
Sap|د نبا تاتو شيره
sap, plant milk, etc|شيره
sapling|نيالږى
sapling|نيالګۍ
Sapling|نيال، نيالګی
saplings|نيالګى
sapphire|نيلم
sapphire|لاجوردو
Sarban|سړبن
sarcasm|پېغور
sarcasm|طعنه
sarcasm|لعان
sarcasm|هنک
sassanid period|ساساني دورو
satan|ابليس
sated|ماړه
sated|موړ
satelitte dish|سټلايټ ډېش
satellite|قمر
satellite|سپوږمۍ
satellite dish |سټلايت ډېش/
satiate|مړول
satiated|مړيدل
satin|اتلس
satirizing|هجو
satisfaction|اقناع
satisfaction|رضايت
satisfactorily, in a good way|په ښه ټوګه
satisfactory|قناعت
satisfied|راضي
satisfied|رضا
satisfied|موړ
satisfied|مطمين
satisfied, contented, pleased|راضي
satisfy|راضى
Saton|شيطان
Satuarday|شنبې
saturat|خړوبول
saturated|خړوب
saturation|اشباع
Saturday|خالي ورځ
Saturday|شنبه
Saturday|/شـَـنـبه
Saturday|شنبه / خالي
Saturn|زحل
saucer|نالبکی
saucer|نعلبکی
savage|وحشيانه
save|خوندی کول
save|ژغورل
save|سپمول
save|ټولول
save|ذخيره کول
save|ژغورنى
save|نجات
saved|سپمېدل
saving|بچت
saving|پاسره
saving|پاسره ګر
saving|تېسه
saving|سپما
saving|سپما 
savings|پس انداز
saviour|منجي
saviour|ناجي
savorless|بلمنګه
saw|اره
saw|څړه خشمه
saw|څړه نازه
saw|اره کول
saw|/اره
Saw|اره
saw (the kind with metal teeth to saw wood, etc.)|اره
say|ويل
say|ګڼل
saying|مقوله
saying|منل
saying|/مقوله
sayings|اقوال
scab|خور
scald headed|پک
scald headedness|پک والی
scale|ترازو
scale|تله
scale|/تله/ترازو
scale|وتله
Scale|مقياس
scale for weighing gold and precious stones|زرتله
scalene|مختلف الاضلاع
Scales|د ماهي د پوستکي فلسونه يا ورقې 
scandal|افتضاح
scandal|افتذاح
scandal|افتضا
scandal, disgrace, ignominy|افتضاح
scantiness|لږوالی
scar|خپ
scar|داغ/نښه
scarcity|قحط
scarcity|کاخت
scare|ترول
scarecrow|لولو
scared|بېرېدلی
scared book of David, Psalms|زبور
scarf|لچک
scarf|پوړنی
scarf|ټيکری
scarf|څادر
scarf|ټيکرۍ / پوړڼۍ
scarf|څادر/
scarf, shawl|سالو
scarp|داغمه
scary|ترند
scary|ويرونکى
scary|ويرونکی
scary|ډارونکی
scatter|تارپه تارکول
scatter|خرل
scatter|خوروور
scatter|شنل
scatter|شيندل
scatter|لونل
scatter|نوستل
scatter|شینېدل
scatter, all over the place|خوری وری
scattered|پاشلی
scattered|تاش په تاش
scattered|تيت
scattered|تيتول
scattered|متشتت
scattered|دانه دانه
scattered, spread (around, everywhere)|خواره
scattering|شننه
Scavenger|هغه حيوان چې پاتې شونې خوري (لاشخور)
scenario|سناريو
scene|منظره
scene|صحنه
scene (of movie)|سحنه
scenery|نظاره
scented|معطر
schedule|تقسيم او قات
Schematic|شماتيک
Scheme of Fires|د اور (انداختونو) شمه
scheme, plan|عزايم
scholar|عالم
scholars|عالمان
scholarship|بورس
school|ښونځی
school|مدرسه
school|مکتب
school|ښوونځی
school year|ښوونيز
school, religious|مدرسه(ې)
schoolhouse|مکتب
science|ساينس
science|سيانس
science|علم (علوم)
science / military flag|علم
sciences|علوم
sciences (pashto)|علوم
sciences / index (in a book)|علمونه
scientific|علمي
scissor|قينچى
scissors|بياتي
scissors|غچي
scissors|قيچي
scissors|قېچي
scissors|قيچۍ
scissors|غيچی
scold|تهديدول
scold|رټول
score|تومن
score, numbers, grade (school)|نومړى
scores|شلګون
scorpion|لړم
Scorpion Bite|د لړم چيچنه
Scotland|سکاټلينډ
scottered|رنګړی
Scout Reconnaissance|د څارتدوی کشف
scout, look-out|ساري
Scouts|څارندويان / د کشف افراد
scrape|توږل
Scrape|توږل، ايسته کول
scraps|تراشې
scratch|خرانده
scratch|خرنده
scratch|شوکاره
scratch|ګرول
scratch|ګرږل
scratch|ګرږه
scratch|منګاچه
scratch|منګاره
scratch|منګچه
scratch|ثوکاری
scratched|ګريدلی
scream|کړيکه
scream|نعره
scream, shout, yell|چيغى / کوکاري / نارى
screams, appeals, cries|ناروسورو
screech|کړچ
screech|کړس
screech owl|څر ګه
screen|جالۍ
screen|تلاشي کول
Screen |پرده، د محافظت په خاطر غلبيلول يا پلټل
screening|تلاشي
Screening Smoke|د محافظت په خاطر د پلټنې لوګې 
screw|پېچ
screw driver|پېچتو
screw driver|پېچکښ
screwdriver|پيچکش
screws|پیچ
scrofula|زېلۍ
scrupulous|وسواسي
scrutiny|تدقيق
scrutiny|ځير
sculptor|مجسمه جوړونکی
scythe|لور
SDT (Self Development Test)|د ځانې ودې  يا انکشاف ازموينه
sea|بحيره
sea|سمندر
Sea|سمندر / سمندرونه 
SEAD (Suppression of Enemy Air Defense)|د دښمن  د دافع هوا توپچي ځپنه يا شنډونه
seal|ټاپه
seal|مهر
seal wax|لاک
seal, stamp|مهر
sealing wax|سرغوچ
search|پلټل
search|پلټنه
search|تجسس
search|تلاشي
search|لټ پټ
search|لټه
search|لټون
search|لټونه
search|تلاشي کول
search|لټول
search|ګرځېدل
search|څارل
search|/پلټنه/لټونه
search|تلاښ / تلاشى
search|تلاښي
search (noun)|لتون
search (sb, car, house), frisk|تالاشی
search / inquiry / investigation|پلټنه / پلټنې 
Search and Attack|پلټنه او تعرض
search for|پسې ګرځېدل
search for|پلټل
search for|لټول
search for|پالل
search for a job|کار لټول
